run_id,pipeline,speaker,segment,confab_type,quote_text,original_ratio,match_rank,match_chapter,match_ratio,match_snippet
nop_v10_conservative,no_passages,Eleanor Hartley,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"Esther writes: ""I was rendered motionless — not by her touch, but by something in her manner, and the way she looked at me.""",0.000,3,c38,0.441,"perhaps they were designed for
teachers, perhaps for the stage. They were all people in humble
circumstances, and the melancholy boy’s mother kept a ginger-beer
shop.
We danced for an hour with g"
nop_v10_conservative,no_passages,Eleanor Hartley,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"Esther writes: ""I was rendered motionless — not by her touch, but by something in her manner, and the way she looked at me.""",0.000,4,c36,0.434,"d I will follow you
directly.”
Charley, with her best curtsy, blushingly tied on her bonnet and went
her way. When she was gone, Lady Dedlock sat down on the seat beside
me.
I cannot tell in any"
nop_v10_conservative,no_passages,Eleanor Hartley,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"Esther writes: ""I was rendered motionless — not by her touch, but by something in her manner, and the way she looked at me.""",0.000,5,c41,0.434,"ehind her. There is a wild disturbance—is it fear or anger?—in her
eyes. In her carriage and all else she looks as she looked downstairs
two hours ago.
Is it fear or is it anger now? He cannot be"
nop_v10_conservative,no_passages,Edmund Leigh,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"She says to him — and the pride is magnificent even in its desperation — ""I have no defence.""",0.000,1,c17,0.441,"n was
shining, and away into the shade; but his glance was changed, and
even the silent look of confidence in me which now followed it once
more was not quite so hop"
nop_v10_conservative,no_passages,Edmund Leigh,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"She says to him — and the pride is magnificent even in its desperation — ""I have no defence.""",0.000,2,c39,0.441,"t he becomes to me the embodiment
of the suit; that in place of its being an abstraction, it is John
Jarndyce; that the more I suffer, the more indignant I am with h"
nop_v10_conservative,no_passages,Edmund Leigh,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"She says to him — and the pride is magnificent even in its desperation — ""I have no defence.""",0.000,3,c53,0.441,"first with one side of his nose and then with the
other, Mr. Bucket, with much deliberation, pronounces it of the right
sort and goes on, letter in hand.
Now althoug"
nop_v10_conservative,no_passages,Edmund Leigh,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"She says to him — and the pride is magnificent even in its desperation — ""I have no defence.""",0.000,4,c62,0.441,"he stairs and that objects to being left there
in case of becoming the subject of observations in his absence? Thank
you. Be so good as chair that there member in th"
nop_v10_conservative,no_passages,Edmund Leigh,A Woman's Shadow: Lady Dedlock's Dangerous Knowledge,paraphrase,"She says to him — and the pride is magnificent even in its desperation — ""I have no defence.""",0.000,5,c9,0.441,"He
is always in extremes, perpetually in the superlative degree. In his
condemnation he is all ferocity. You might suppose him to be an ogre
from what he says, and"
nop_v10_conservative,no_passages,Edmund Leigh,The Boy on the Crossing: Jo's Witness to the System,blend,"Jo! Did I lose thee? Jo, art thou there?",0.000,1,c59,0.533,"d to these
points, I went into the next room with them. Mr. Woodcourt would have
remained outside, but at my s"
nop_v10_conservative,no_passages,Edmund Leigh,The Boy on the Crossing: Jo's Witness to the System,blend,"Jo! Did I lose thee? Jo, art thou there?",0.000,2,c6,0.533,"rning, now, that you were coming out on this
errand?” said Mr. Skimpole.
“Know’d it yes’day aft’noon at tea-ti"
nop_v10_conservative,no_passages,Edmund Leigh,The Boy on the Crossing: Jo's Witness to the System,blend,"Jo! Did I lose thee? Jo, art thou there?",0.000,3,c11,0.511,"f affording some clue to his connexions, or to where he
came from, or to anything concerning him.”
“I assure y"
nop_v10_conservative,no_passages,Edmund Leigh,The Boy on the Crossing: Jo's Witness to the System,blend,"Jo! Did I lose thee? Jo, art thou there?",0.000,4,c11,0.511,"e, though he is standing so close to it, and though
there is very little else, heaven knows.
The marine-store"
nop_v10_conservative,no_passages,Edmund Leigh,The Boy on the Crossing: Jo's Witness to the System,blend,"Jo! Did I lose thee? Jo, art thou there?",0.000,5,c22,0.511,"l well.”
The room, though two or three feet higher than the door, is so low
that the head of the tallest of th"
nop_v10_conservative,no_passages,Caroline Woodcourt,Comedy and Cruelty: The Humor of Bleak House,blend,"As if his troubles, like great trees, had struck their roots into him and he could not be released.",0.000,1,c41,0.459,"ow. If he be tracing out his destiny, that may be written in other
characters nearer to his hand.
As he paces the leads with his eyes most probably as high above his
tho"
nop_v10_conservative,no_passages,Caroline Woodcourt,Comedy and Cruelty: The Humor of Bleak House,blend,"As if his troubles, like great trees, had struck their roots into him and he could not be released.",0.000,2,c46,0.450,"he boy scouring towards him at great speed, followed by
the woman.
“Stop him, stop him!” cries the woman, almost breathless. “Stop him,
sir!”
He darts across the road in"
nop_v10_conservative,no_passages,Caroline Woodcourt,Comedy and Cruelty: The Humor of Bleak House,blend,"As if his troubles, like great trees, had struck their roots into him and he could not be released.",0.000,3,c31,0.441,"distance) with
great expression and feeling. When we rejoined him in the
drawing-room he said he would give us a little ballad which had come
into his head “apropos of o"
nop_v10_conservative,no_passages,Caroline Woodcourt,Comedy and Cruelty: The Humor of Bleak House,blend,"As if his troubles, like great trees, had struck their roots into him and he could not be released.",0.000,4,c37,0.441,"which stopped. A quick light step approached the room in
which I was, and who should stand before me but Richard!
“My dear Esther!” he said. “My best friend!” And he rea"
nop_v10_conservative,no_passages,Caroline Woodcourt,Comedy and Cruelty: The Humor of Bleak House,blend,"As if his troubles, like great trees, had struck their roots into him and he could not be released.",0.000,5,c48,0.441,"s, each
fifty times sharper than Sir Leicester’s pair, should find no flaw in
him.
Lady Dedlock dines alone in her own room to-day. Sir Leicester is
whipped in to the re"
nop_v10_conservative,no_passages,Edmund Leigh,"The Reckoning: Fate, Law, and Moral Design in Bleak House",paraphrase,"'foggy glory' — presiding over a fog of his own making, which he cannot see through any more than his suitors can.",0.000,1,c26,0.442,"im
in divers parts of his body, but particularly in that part which the
science of self-defence would call his wind, that in his grievous
distress he utters enforced sounds like a pavio"
nop_v10_conservative,no_passages,Edmund Leigh,"The Reckoning: Fate, Law, and Moral Design in Bleak House",paraphrase,"'foggy glory' — presiding over a fog of his own making, which he cannot see through any more than his suitors can.",0.000,2,c4,0.442,"s, though they had a curious
habit of seeming to look a long way off. As if—I am quoting Richard
again—they could see nothing nearer than Africa!
“I am very glad indeed,” said Mrs. Jell"
nop_v10_conservative,no_passages,Edmund Leigh,"The Reckoning: Fate, Law, and Moral Design in Bleak House",paraphrase,"'foggy glory' — presiding over a fog of his own making, which he cannot see through any more than his suitors can.",0.000,3,c6,0.434,"an act of uncommon generosity
and that on her going to his house to thank him, he happened to see
her through a window coming to the door, and immediately escaped by
the back gate, and"
nop_v10_conservative,no_passages,Edmund Leigh,"The Reckoning: Fate, Law, and Moral Design in Bleak House",paraphrase,"'foggy glory' — presiding over a fog of his own making, which he cannot see through any more than his suitors can.",0.000,4,c12,0.419,"out of it since he was last seen there, to request a
servant to inform Sir Leicester that he is arrived in case he should
be wanted, and to appear ten minutes before dinner in the shado"
nop_v10_conservative,no_passages,Edmund Leigh,"The Reckoning: Fate, Law, and Moral Design in Bleak House",paraphrase,"'foggy glory' — presiding over a fog of his own making, which he cannot see through any more than his suitors can.",0.000,5,c35,0.419,"ying, with no
other emotion than with a pitying love for those I left behind—this
state can be perhaps more widely understood. I was in this state when
I first shrunk from the light as"
nop_v10_conservative,no_passages,Caroline Woodcourt,"The Reckoning: Fate, Law, and Moral Design in Bleak House",blend,the suit had taken him in its net.,0.000,1,c39,0.605,"and make HIM his enemy. Richard has told Vholes the truth. Is he
in a hardened or a softened mood, he st"
nop_v10_conservative,no_passages,Caroline Woodcourt,"The Reckoning: Fate, Law, and Moral Design in Bleak House",blend,the suit had taken him in its net.,0.000,2,c13,0.553,"place that there was some one else
at the family dinner party. It was not a lady. It was a gentleman. It"
nop_v10_conservative,no_passages,Caroline Woodcourt,"The Reckoning: Fate, Law, and Moral Design in Bleak House",blend,the suit had taken him in its net.,0.000,3,c31,0.553,"e; we had better keep him there till
morning, when he can be wrapped up and removed. We’ll do that.”
“Oh"
nop_v10_conservative,no_passages,Caroline Woodcourt,"The Reckoning: Fate, Law, and Moral Design in Bleak House",blend,the suit had taken him in its net.,0.000,4,c37,0.553,"ways planning in that
direction. Being of age now and having taken the step I have taken, I
consider mys"
nop_v10_conservative,no_passages,Caroline Woodcourt,"The Reckoning: Fate, Law, and Moral Design in Bleak House",blend,the suit had taken him in its net.,0.000,5,c67,0.553,"strength of the weak little hand
and how its touch could heal my darling’s heart and raised hope
within"
nop_v11_marxist,no_passages,James Blackstone,Street Life and Social Machinery: Jo's Witness,blend,"Move on, Jo. It's always the same, Jo, move on.",0.000,1,c19,0.495,"m,” says the
constable, producing them to the company, “in only putting my hand
upon him!”
“They’re wot’s left, Mr. S"
nop_v11_marxist,no_passages,James Blackstone,Street Life and Social Machinery: Jo's Witness,blend,"Move on, Jo. It's always the same, Jo, move on.",0.000,2,c32,0.495,"by should be ill at ease too, for
he always is so, more or less, under the oppressive influence of the
secret that is"
nop_v11_marxist,no_passages,James Blackstone,Street Life and Social Machinery: Jo's Witness,blend,"Move on, Jo. It's always the same, Jo, move on.",0.000,3,c36,0.495,"but my course
through it is the same. I have but one; I can have but one.”
“Mr. Jarndyce—” I was beginning when my m"
nop_v11_marxist,no_passages,James Blackstone,Street Life and Social Machinery: Jo's Witness,blend,"Move on, Jo. It's always the same, Jo, move on.",0.000,4,c19,0.476,"ir? No. A
fish of the sea or river? No. You are a human boy, my young friend. A
human boy. O glorious to be a human b"
nop_v11_marxist,no_passages,James Blackstone,Street Life and Social Machinery: Jo's Witness,blend,"Move on, Jo. It's always the same, Jo, move on.",0.000,5,c55,0.476,"“My
blessing on him, never! He was always fond of me, and loving to me,
was my George! But he had a bold spirit, and"
nop_v11_marxist,no_passages,Caroline Woodcourt,Street Life and Social Machinery: Jo's Witness,blend,"I don't know nothink, sir, I don't.",0.000,1,c13,0.590,"d Mr. Jarndyce.
“I don’t know that, sir!” replied Richard. “I am fond of boating.
Articled clerks go a go"
nop_v11_marxist,no_passages,Caroline Woodcourt,Street Life and Social Machinery: Jo's Witness,blend,"I don't know nothink, sir, I don't.",0.000,2,c24,0.590,"don’t know where?”
“No, sir,” returned the trooper, lifting up his eyes and coming out
of his reverie. “"
nop_v11_marxist,no_passages,Caroline Woodcourt,Street Life and Social Machinery: Jo's Witness,blend,"I don't know nothink, sir, I don't.",0.000,3,c46,0.590,"answers, “I don’t know how to do
nothink, and I can’t get nothink to do. I’m wery poor and ill, and I
tho"
nop_v11_marxist,no_passages,Caroline Woodcourt,Street Life and Social Machinery: Jo's Witness,blend,"I don't know nothink, sir, I don't.",0.000,4,c16,0.564,"d myself. But I don’t know nothink!”
The servant takes as little heed of what he says as she seems to tak"
nop_v11_marxist,no_passages,Caroline Woodcourt,Street Life and Social Machinery: Jo's Witness,blend,"I don't know nothink, sir, I don't.",0.000,5,c19,0.564,"now nothink.”
“My young friend,” says Chadband, “it is because you know nothing
that you are to us a gem"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,paraphrase,"The uncertain, the capricious, the ever-varying fortunes of a cause, had bewildered Richard, and made him incapable of steady pursuit of any fixed purpose.",0.000,1,c12,0.408,"overnment to be overthrown, the limited
choice of the Crown, in the formation of a new ministry, would lie
between Lord Coodle and Sir Thomas Doodle—supposing it to be
impossible for the Duke of Foodle to act with Goodle, whi"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,paraphrase,"The uncertain, the capricious, the ever-varying fortunes of a cause, had bewildered Richard, and made him incapable of steady pursuit of any fixed purpose.",0.000,2,cP,0.408,"A Chancery judge once had the kindness to inform me, as one of a
company of some hundred and fifty men and women not labouring under
any suspicions of lunacy, that the Court of Chancery, though the
shining subject o"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,paraphrase,"The uncertain, the capricious, the ever-varying fortunes of a cause, had bewildered Richard, and made him incapable of steady pursuit of any fixed purpose.",0.000,3,c7,0.402,"Sir Leicester,
“I can never consent to argue, as you know, with any one on any
subject. You had better get rid of your boy; you had better get him
into some Works. The iron country farther north is, I suppose, the
congenial"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,paraphrase,"The uncertain, the capricious, the ever-varying fortunes of a cause, had bewildered Richard, and made him incapable of steady pursuit of any fixed purpose.",0.000,4,c29,0.397,"Moorish dress (very
rare), and Othello.”
Mr. Tulkinghorn comes and goes pretty often, there being estate
business to do, leases to be renewed, and so on. He sees my Lady
pretty often, too; and he and she are as composed, and"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,paraphrase,"The uncertain, the capricious, the ever-varying fortunes of a cause, had bewildered Richard, and made him incapable of steady pursuit of any fixed purpose.",0.000,5,c3,0.397,"I must not take tears where I
was going after all that had been done for me. Therefore, of course,
I made myself sob less and persuaded myself to be quiet by saying
very often, “Esther, now you really must! This WILL NOT do!”"
nop_v11_marxist,no_passages,James Blackstone,The Blighted Chancery: Richard's Slow Dissolution,blend,He was not the bright Richard of old — he had grown to have a wasted look.,0.000,1,c13,0.512,"sked him what
he thought of the Army, Richard said he had thought of that, too, and
it wasn’t a bad idea. When Mr. Jarndyce advised him to try an"
nop_v11_marxist,no_passages,James Blackstone,The Blighted Chancery: Richard's Slow Dissolution,blend,He was not the bright Richard of old — he had grown to have a wasted look.,0.000,2,c22,0.500,"s
going to turn to the right or left, he pretends to have a fixed
purpose in his mind of going straight ahead, and wheels off, sharply,
at the ve"
nop_v11_marxist,no_passages,James Blackstone,The Blighted Chancery: Richard's Slow Dissolution,blend,He was not the bright Richard of old — he had grown to have a wasted look.,0.000,3,c13,0.488,"with his head bent, and her hand drawn
through his arm, was talking to her very earnestly; and she looked up
in his face, listening, and seemed"
nop_v11_marxist,no_passages,James Blackstone,The Blighted Chancery: Richard's Slow Dissolution,blend,He was not the bright Richard of old — he had grown to have a wasted look.,0.000,4,c46,0.488,"quiet gesture, but
effectually.
“Richard told me—” He falters. “I mean, I have heard of this—don’t
mind me for a moment, I will speak presently.”"
nop_v11_marxist,no_passages,James Blackstone,The Blighted Chancery: Richard's Slow Dissolution,blend,He was not the bright Richard of old — he had grown to have a wasted look.,0.000,5,c65,0.488,"gs right at last and that Richard and Ada were going to be rich?
It seemed too good to be true. Alas it was!
Our suspense was short, for a break-"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,blend,I will begin the world.,0.000,1,c4,0.627,"st climate in the world!” said Mrs. Jellyby.
“Indeed, ma’am?”
“Certainly. With precaution,” s"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,blend,I will begin the world.,0.000,2,c31,0.588,"being heard.
Ada being in our room with a cold, Mr. Skimpole was left alone all
this time an"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,blend,I will begin the world.,0.000,3,c48,0.588,"ke it or could move me.” This she says with great deliberation and
distinctness and with no m"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,blend,I will begin the world.,0.000,4,c49,0.588,"ey trouble of his, I believe he would be
off.”
Mr. Bagnet asks why.
“Well,” returns his wife,"
nop_v11_marxist,no_passages,Caroline Woodcourt,The Blighted Chancery: Richard's Slow Dissolution,blend,I will begin the world.,0.000,5,c10,0.549,"ntially in the road and leaving the narrow pavement to
the lawyer; “and the party is very rou"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,"Bored to death with this life, bored to death with next life, bored to death with this world, bored to death with that.",0.000,1,c63,0.487,"to part with him so soon, proposes to
ride with him in a light open carriage to the place where he will
bait for the night, and there remain with him until morning, a
servant riding for so"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,"Bored to death with this life, bored to death with next life, bored to death with this world, bored to death with that.",0.000,2,c54,0.472,"to rejoice with them, because we are bidden to play the lute
with them, because we are bidden to dance with them? No. Then why are
we here, my friends? Air we in possession of a sinful secr"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,"Bored to death with this life, bored to death with next life, bored to death with this world, bored to death with that.",0.000,3,c55,0.449,"long year, and is best not tried to be undone now. If I ever get to
heaven it won’t be for being a good son to a widowed mother; I say no
more.’ Now, ma’am, when George says to me that it’"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,"Bored to death with this life, bored to death with next life, bored to death with this world, bored to death with that.",0.000,4,c55,0.419,"each of these remonstrances, to
resort to the whitened wall and the grey cloak again.
“This was the way I brought myself to think, mother, that my best
amends was to lie upon that bed I had"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,"Bored to death with this life, bored to death with next life, bored to death with this world, bored to death with that.",0.000,5,c15,0.412,"d at the window with Ada, pretending to look at the housetops,
and the blackened stack of chimneys, and the poor plants, and the
birds in little cages belonging to the neighbours, when I fo"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,Is this in law-hand? I am curious to know.,0.000,1,c33,0.511,"so much in this connexion that is mysterious that it
is possible he may even be implicated, without knowing it,"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,Is this in law-hand? I am curious to know.,0.000,2,c4,0.511,"s, though they had a curious
habit of seeming to look a long way off. As if—I am quoting Richard
again—they coul"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,Is this in law-hand? I am curious to know.,0.000,3,c40,0.511,"he candle glare, crowd round to give it; Volumnia (always ready for
something better if procurable) takes anothe"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,Is this in law-hand? I am curious to know.,0.000,4,c50,0.511,"It had
curious little dark veins in its face and curious little dark marks
under its eyes like faint remembrance"
nop_v11_marxist,no_passages,Caroline Woodcourt,Hidden Parentage and Respectability: Lady Dedlock's Reckoning,blend,Is this in law-hand? I am curious to know.,0.000,5,c57,0.511,"nk, miss. I let their places be, and it’s
curious they can’t let my place be. There’d be a pretty shine made if"
nop_v11_marxist,no_passages,Daniel Rosen,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,"always moved, talked, ate, and drank in the same slow, methodical way.",0.000,1,c25,0.471,"by flipping at their ears over the
counter and asking the young dogs what they mean by it and why they
can’t speak out at once? More impract"
nop_v11_marxist,no_passages,Daniel Rosen,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,"always moved, talked, ate, and drank in the same slow, methodical way.",0.000,2,c8,0.471,"ently situated, and addressing them from suitable points of
view. That I had not that delicate knowledge of the heart which must
be essentia"
nop_v11_marxist,no_passages,Daniel Rosen,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,"always moved, talked, ate, and drank in the same slow, methodical way.",0.000,3,c45,0.459,"e she always began to deliver it as soon as she beheld,
at any distance, the person for whom it was intended. Therefore I saw
Charley asking"
nop_v11_marxist,no_passages,Daniel Rosen,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,"always moved, talked, ate, and drank in the same slow, methodical way.",0.000,4,c54,0.459,"you bear it well on their accounts, and to maintain the family
credit. That’s the way you argue, and that’s the way you act, Sir
Leicester"
nop_v11_marxist,no_passages,Daniel Rosen,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,"always moved, talked, ate, and drank in the same slow, methodical way.",0.000,5,c15,0.446,"and at Mr. Jarndyce, and at Mr. Skimpole, fixing
the same angry stare on each in succession as they passed and
followed me. Mr. Jarndyce gav"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,The wind is in the east.,0.000,1,c15,0.815,"es, I think the wind
was in the east for three whole weeks.
I mention this because I am coming"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,The wind is in the east.,0.000,2,c10,0.593,"rowing of the
sanguine cock in the cellar at the little dairy in Cursitor Street,
whose ideas"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,The wind is in the east.,0.000,3,c18,0.593,"whole. It’s in
better keeping. I am looked upon about here as a second Ajax defying
the lightn"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,The wind is in the east.,0.000,4,c20,0.593,"inder of the desolate sentiment in rum-and-water,
Mr. Guppy concludes by resigning the adventu"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,The wind is in the east.,0.000,5,c20,0.593,"hobgoblin in the story. “Somebody’s been
making free here!”
“I assure you we found it so,” say"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,a smear upon the wall.,0.000,1,c54,0.653,"all.
It was so opposed to your interests. That’s what I look at.”
“We wanted to get in,” ple"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,a smear upon the wall.,0.000,2,c41,0.612,"h window and steps out upon the leads. There he again walks
slowly up and down in the same a"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,a smear upon the wall.,0.000,3,c53,0.612,"ays a
stress upon the word, for death levels all distinctions—“was held by
the flower of the"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,a smear upon the wall.,0.000,4,c67,0.612,"house with his head against the wall as he used to do in her old one.
I have heard that Mrs."
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,a smear upon the wall.,0.000,5,c19,0.571,"ow upon the next day, and upon the day after that, and upon the
day after that, and upon man"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,'the one great need and justification' of his existence.,0.000,1,c25,0.508,"of indifference and perdition being set
upon his eyelids; but do not wake him, for it is right that I should
have to wrestle,"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,'the one great need and justification' of his existence.,0.000,2,c49,0.508,"der neatly and to the perfect satisfaction of his
customer. “They’ll do as they are? Very well! Now, you see,
George”—he takes"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,'the one great need and justification' of his existence.,0.000,3,c27,0.492,"ave done me good—there
was something in her, and something of her—but I couldn’t make up my
mind to it. If I had had the luck"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,'the one great need and justification' of his existence.,0.000,4,c30,0.476,"y times and shook his head in a melancholy
manner.
“What do you wish me not to have? Don’t have what, dear Pa?” asked
Caddy, c"
nop_v11_marxist,no_passages,Caroline Woodcourt,Comic Relief and Moral Chaos: Jarndyce and the Absurd,blend,'the one great need and justification' of his existence.,0.000,5,c45,0.476,"ound their
bodies, looked as if, tired of their present state of existence, they
were spinning themselves into cordage.
But wh"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,paraphrase,"""cold and dead"" — the lady who had been cold in life, is cold now in death, and the two coldnesses are one.",0.000,1,c51,0.444,"n on her breast and held it there. And if ever in my life I
saw a love that nothing but death could change, I saw it then before
me.
“Speak to Esther, my dearest,” said Richard,"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,paraphrase,"""cold and dead"" — the lady who had been cold in life, is cold now in death, and the two coldnesses are one.",0.000,2,c6,0.444,"ransact any business, and
never knew the value of anything! Well! So he had got on in life, and
here he was! He was very fond of reading the papers, very fond of
making fancy-ske"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,paraphrase,"""cold and dead"" — the lady who had been cold in life, is cold now in death, and the two coldnesses are one.",0.000,3,c25,0.436,"ich unthought of and unheard of quarter
is the puzzle of his life. His remote impressions of the robes and
coronets, the stars and garters, that sparkle through the
surface-dust"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,paraphrase,"""cold and dead"" — the lady who had been cold in life, is cold now in death, and the two coldnesses are one.",0.000,4,c40,0.436,"an told him ya’as’dy that Tulkinghorn
had gone down t’ that iron place t’ give legal ’pinion ’bout
something, and that contest being over t’ day, ’twould be highly
jawlly thing i"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,paraphrase,"""cold and dead"" — the lady who had been cold in life, is cold now in death, and the two coldnesses are one.",0.000,5,c55,0.436,"ady even for the lawyers. I have been drawing up,” he glances at
his writing on the table, “an exact account of what I knew of the
deceased and how I came to be involved in this"
nop_v11_marxist,no_passages,Daniel Rosen,Redemption and Ruin: The Final Reckoning,blend,He died in our hope and his own.,0.000,1,c36,0.583,"th, and that it was wrong and not intended that I
should be then alive.
These are the real feelings th"
nop_v11_marxist,no_passages,Daniel Rosen,Redemption and Ruin: The Final Reckoning,blend,He died in our hope and his own.,0.000,2,c24,0.556,"“You know
me, and I know you. You’re a man of the world, and I’m a man of the
world. My name’s Bucket"
nop_v11_marxist,no_passages,Daniel Rosen,Redemption and Ruin: The Final Reckoning,blend,He died in our hope and his own.,0.000,3,c36,0.556,"t out alone, and after walking
a little in the park, watching the dark shades falling on the trees
and"
nop_v11_marxist,no_passages,Daniel Rosen,Redemption and Ruin: The Final Reckoning,blend,He died in our hope and his own.,0.000,4,c45,0.556,"Mr. Carstone, and you can only hope that his position may be yet
retrievable. You will allow me to or"
nop_v11_marxist,no_passages,Daniel Rosen,Redemption and Ruin: The Final Reckoning,blend,He died in our hope and his own.,0.000,5,c46,0.556,"e genuine nobility) of a Norman house, and
his Grace shall not be able to say nay to the infamous alli"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,blend,The finest thing I have known in life.,0.000,1,c33,0.541,"ertaker’s stating in the Sol’s bar in the course of the day that
he has received orders to construct “a six-"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,blend,The finest thing I have known in life.,0.000,2,c50,0.541,"eing settled, there is another thing—how have you left
Caddy?”
“Very unwell, guardian. I fear it will be som"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,blend,The finest thing I have known in life.,0.000,3,c12,0.518,"g at her own shrine. Mr.
Tulkinghorn is always the same speechless repository of noble
confidences, so oddly"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,blend,The finest thing I have known in life.,0.000,4,c17,0.518,"inking—that is, I have
been thinking since I have been sitting here—that you ought to know
of your own histo"
nop_v11_marxist,no_passages,James Blackstone,Redemption and Ruin: The Final Reckoning,blend,The finest thing I have known in life.,0.000,5,c23,0.518,"ing himself
into the area whenever he made any new attempt to understand his
affairs.
As I rode quietly home"
