run_id,pipeline,segment,speaker,source,sentence_type,quote_intent,passage_ref,quote_text,verified,match_ratio,match_chapter,match_snippet
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Daniel Rosen,tagged,quote_reading,quotation,c1:p4,Most pestilent of hoary sinners.,True,0.861,c1,"ost pestilent of hoary sinners, holds
this day in the sight of heaven an"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Daniel Rosen,tagged,quote_reading,quotation,c10:p46,in whose way the forensic wisdom of ages has interposed a million of obstacles to the transaction of the commonest business of life.,True,0.882,c10,"ensic wisdom of ages has
interposed a million of obstacles to the transaction of the commonest
business of life; diving through law and equity, and through that
kindred mys"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Daniel Rosen,tagged,quote_reading,quotation,c10:p46,A million of obstacles to the commonest business of life.,False,0.609,c10,"n of obstacles to the transaction of the commonest
business of life; diving through law and equit"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Oliver Trevelyan,inline,analysis,quotation,c10:p46,we only knowing in general that when there is too much of it we find it necessary to shovel it away.,False,0.693,c10,"body knows whence or how—we only knowing in
general that when there is too much of it we find it necessary to
shovel it away—the lawyer and"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Oliver Trevelyan,tagged,quote_reading,quotation,c12:p55,Who are to rejoice at nothing and be sorry for nothing. Who are not to be disturbed by ideas.,True,1.000,c12,". Who
are to rejoice at nothing and be sorry for nothing. Who are not to be
disturbed by ideas. On whom even the fine arts, attending"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Oliver Trevelyan,tagged,quote_reading,quotation,c12:p55,Not to be disturbed by ideas.,True,1.000,c12,"e not to be
disturbed by ideas. On whom even the fine arts, attending"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Edmund Leigh,inline,analysis,uncertain,c12:p55,"who are to rejoice at nothing, who are not to be disturbed",False,0.569,c12,"are to rejoice at nothing and be sorry for nothing. Who are not to be
disturbed by ideas. On whom"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Edmund Leigh,tagged,quote_reading,quotation,c24:p83,to behold the Lord Chancellor and the whole array of practitioners under him looking at one another and at the spectators as if nobody had ever heard that all over England the name in which they were assembled was a bitter jest.,True,0.885,c24,"Lord Chancellor and the whole array of practitioners under him
looking at one another and at the spectators as if nobody had ever
heard that all over England the name in which they were assembled was
"
emb_v19_all_swapped,embedding,The Comic Grotesque: Laughing at the System,Edmund Leigh,tagged,quote_reading,quotation,c24:p83,"Was held in universal horror, contempt, and indignation.",True,0.873,c24,"iversal horror, contempt, and
indignation, was known for something so flagrant and bad that litt"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Oliver Trevelyan,tagged,quote_reading,quotation,c16:p5,"What connexion can there be between the place in Lincolnshire, the house in town, the Mercury in powder, and the whereabout of Jo the outlaw with the broom, who had that distant ray of light upon him when he swept the churchyard-step?",True,1.000,c16,"cut his throat!
What connexion can there be between the place in Lincolnshire, the
house in town, the Mercury in powder, and the whereabout of Jo the
outlaw with the broom, who had that distant ray of"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Daniel Rosen,inline,analysis,topic,c16:p5,distant ray of light,True,1.000,c11,ant ray of light in thy muttered reason for this: “He wos we
emb_v19_all_swapped,embedding,Entanglement and Consequence,Edmund Leigh,tagged,quote_reading,quotation,c39:p44,Injustice breeds injustice; the fighting with shadows and being defeated by them necessitates the setting up of substances to combat.,True,0.883,c39,"he fighting with shadows and being
defeated by them necessitates the setting up of substances to combat;
from the impalpable suit which no man alive can understand, the time"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Oliver Trevelyan,inline,analysis,quotation,c39:p44,A justification to him in his own eyes to have an embodied antagonist and oppressor,True,1.000,c39,"cation
to him in his own eyes to have an embodied antagonist and oppressor.
Is Richard a monster in all this, or would Chan"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Daniel Rosen,inline,quote_setup,quotation,c39:p44,resolving his existence into itself.,True,0.864,c39,"itself; besides, it is a justification
to him in his own eyes to have an em"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Daniel Rosen,tagged,quote_reading,quotation,c39:p44,"""Resolving his existence into itself"" — there is no Richard left outside the case.",True,1.000,c39,"his existence into itself; besides, it is a justification
to him in his ow"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Oliver Trevelyan,tagged,quote_reading,quotation,c48:p125,Her soul is turbulent within her; she is sick at heart and restless. The large rooms are too cramped and close.,True,1.000,c48,"ithin her; she is sick at heart and restless.
The large rooms are too cramped and close. She cannot endure their
restraint and will walk alone in a nei"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Edmund Leigh,tagged,quote_reading,quotation,c55:p106,"What was his death but the key-stone of a gloomy arch removed, and now the arch begins to fall in a thousand fragments, each crushing and mangling piecemeal!",True,1.000,c55,"s death but the key-stone of a gloomy arch removed, and now the
arch begins to fall in a thousand fragments, each crushing and
mangling piecemeal!
Thus, a terrible impression steals upon and oversh"
emb_v19_all_swapped,embedding,Entanglement and Consequence,Oliver Trevelyan,inline,analysis,quotation,c55:p106,Crushing and mangling piecemeal,True,1.000,c55,"d
mangling piecemeal!
Thus, a terrible impression steals upon and overs"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,tagged,quote_reading,quotation,c55:p103,So! All is broken down.,True,1.000,c55,"is broken down. Her name is in these many mouths, her husband
k"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,tagged,quote_reading,quotation,c55:p103,"Her name is in these many mouths, her husband knows his wrongs, her shame will be published — may be spreading while she thinks about it.",True,1.000,c55,"is in these many mouths, her husband
knows his wrongs, her shame will be published—may be spreading while
she thinks about it—and"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,inline,analysis,uncertain,c55:p103,May be spreading while she thinks about it,True,1.000,c55,"reading while
she thinks about it—and in addition to the thunderbolt so long
fores"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Daniel Rosen,inline,quote_setup,uncertain,c55:p103,her husband knows his wrongs.,True,0.862,c55,", her shame will be published—may be spreading while
she thinks about"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Daniel Rosen,tagged,quote_reading,quotation,c55:p103,"""Her husband knows his wrongs"" — his wrongs.",True,1.000,c55,"and
knows his wrongs, her shame will be published—may be spreading w"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,inline,quote_setup,uncertain,c55:p103,an invisible accuser.,False,0.000,,
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,tagged,quote_reading,quotation,c55:p103,An invisible accuser as the murderess of her enemy.,True,1.000,c55,"le accuser as the murderess of her enemy.
Her enemy he was, and she has often, often, often"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,inline,analysis,quotation,c55:p103,The murderess of her enemy,True,1.000,c55,"ess of her enemy.
Her enemy he was, and she has often, often, ofte"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Edmund Leigh,tagged,quote_reading,quotation,c65:p34,"Now that I saw him without his seeing me, I fully saw, for the first time, how worn away he was.",True,1.000,c65,"and now that I saw him without his seeing
me, I fully saw, for the first time, how worn away he was. But he
looked handsomer than I had"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Edmund Leigh,inline,analysis,uncertain,c65:p34,How worn away he was,True,1.000,c65,"ime, how worn away he was. But he
looked handsomer than I ha"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,tagged,quote_reading,quotation,c65:p34,But he looked handsomer than I had seen him look for many a day.,True,1.000,c65,"was. But he
looked handsomer than I had seen him look for many a day.
I sat down by his side in silence."
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Edmund Leigh,tagged,quote_reading,quotation,c66:p0,"It is a lame story, feebly whispering and creeping about, and any brighter spark of life it shows soon dies away.",True,1.000,c66,"ld their peace;
but it is a lame story, feebly whispering and creeping about, and any
brighter spark of life it shows soon dies away. It is known for
cer"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Edmund Leigh,inline,analysis,quotation,c66:p0,Feebly whispering and creeping about,True,1.000,c66,"it is a lame story, feebly whispering and creeping about, and any
brighter s"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Daniel Rosen,tagged,quote_reading,quotation,c66:p0,The story goes that Sir Leicester paid some who could have spoken out to hold their peace.,False,0.614,c66,"as there is
upon a portion of the family history. The story goes that Sir
Leicester paid some who could have spoken out to hold th"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,inline,analysis,uncertain,c66:p0,peachy-cheeked charmers with the skeleton throats,True,1.000,c58,"unknown. One of the
peachy-cheeked charmers with the skeleton throats is already apprised"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,tagged,quote_reading,quotation,c66:p0,Peachy-cheeked charmers with the skeleton throats.,True,0.875,c66,"peachy-cheeked charmers with the skeleton throats, did once
occasionally say, as they toy"
emb_v19_all_swapped,embedding,"The Fog Lifts: Law, Love, and Dust",Oliver Trevelyan,inline,quote_setup,quotation,c66:p0,the dead-and-gone Dedlocks take it very calmly and have never been known to object.,True,1.000,c66,"her
company. But the dead-and-gone Dedlocks take it very calmly and have
never been known to object.
Up from among the fer"
emb_v21_hartley_blackstone_edmund,embedding,The Fog and What It Hides: Opening the Case,James Blackstone,tagged,quote_reading,quotation,c1:p1,"Fog everywhere. Fog up the river, where it flows among green aits and meadows; fog down the river, where it rolls defiled among the tiers of shipping and the waterside pollutions of a great (and dirty) city.",True,1.000,c1,"compound interest.
Fog everywhere. Fog up the river, where it flows among green aits and
meadows; fog down the river, where it rolls defiled among the tiers
of shipping and the waterside pollutions of"
emb_v21_hartley_blackstone_edmund,embedding,The Fog and What It Hides: Opening the Case,Eleanor Hartley,inline,analysis,quotation,c1:p1,a great (and dirty) city,True,1.000,c1,"side pollutions of a great (and dirty) city.
Fog on the Essex ma"
emb_v21_hartley_blackstone_edmund,embedding,The Fog and What It Hides: Opening the Case,James Blackstone,tagged,quote_reading,quotation,c1:p3,"The raw afternoon is rawest, and the dense fog is densest, and the muddy streets are muddiest near that leaden-headed old obstruction, appropriate ornament for the threshold of a leaden-headed old corporation, Temple Bar.",True,1.000,c1,"d unwilling
look.
The raw afternoon is rawest, and the dense fog is densest, and the
muddy streets are muddiest near that leaden-headed old obstruction,
appropriate ornament for the threshold of a lea"
emb_v21_hartley_blackstone_edmund,embedding,The Fog and What It Hides: Opening the Case,Eleanor Hartley,tagged,quote_reading,quotation,c1:p5,"This is the Court of Chancery, which has its decaying houses and its blighted lands in every shire, which has its worn-out lunatic in every madhouse and its dead in every churchyard, which has its ruined suitor with his slipshod heels and threadbare dress borrowing and begging through the round of e",True,0.886,c1,"the
Court of Chancery, which has its decaying houses and its blighted
lands in every shire, which has its worn-out lunatic in every
madhouse and its dead in every churchyard, which has its ruined
suit"
emb_v21_hartley_blackstone_edmund,embedding,The Fog and What It Hides: Opening the Case,Edmund Leigh,tagged,quote_reading,quotation,c1:p5,Suffer any wrong that can be done you rather than come here.,True,0.874,c1,"y wrong that can be done you rather than come
here!”
Who happen to be in the Lord Chancellor’s court"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c2:p2,The view from my Lady Dedlock's own windows is alternately a lead-coloured view and a view in Indian ink.,True,1.000,c2,"r the
falling rain. The view from my Lady Dedlock’s own windows is
alternately a lead-coloured view and a view in Indian ink. The vases
on the st"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,James Blackstone,inline,punchline,quotation,c2:p2,"put quite out of temper,",True,0.852,c2,"ut quite out of
temper. My Lady Dedlock says she has been “bored"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"Lady Dedlock is always the same exhausted deity, surrounded by worshippers, and terribly liable to be bored to death, even while presiding at her own shrine.",True,1.000,c12,"lways the
same exhausted deity, surrounded by worshippers, and terribly liable
to be bored to death, even while presiding at her own shrine. Mr.
Tulkinghorn is always the same speechless repository"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"And then immediately: ""Mr. Tulkinghorn is always the same speechless repository of noble confidences, so oddly out of place and yet so perfectly at home.""",True,1.000,c12,"s always the same speechless repository of noble
confidences, so oddly out of place and yet so perfectly at home. They
appear to take as little note of one another as any"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c12:p116,"But whether each evermore watches and suspects the other, evermore mistrustful of some great reservation; whether each is evermore prepared at all points for the other, and never to be taken unawares; what each would give to know how much the other knows — all this is hidden, for the time, in their ",True,1.000,c12,"evermore
watches and suspects the other, evermore mistrustful of some great
reservation; whether each is evermore prepared at all points for the
other, and never to be taken unawares; what each would "
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,James Blackstone,inline,punchline,quotation,c12:p116,"speechless repository of noble confidences,",True,1.000,c12,"tory of noble
confidences, so oddly out of place and yet so perfectly at home. They"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Edmund Leigh,inline,analysis,quotation,c12:p116,hypocrisy can afford to be magnificent in its promises.,False,0.000,,
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c40:p95,By the light of the fire he can be seen looking towards the moonlight.,True,1.000,c40,"light of the fire he can be seen looking towards the
moonlight. By the moonlight, Lady Dedlock can be seen in"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c40:p95,"By the moonlight, Lady Dedlock can be seen in profile, perfectly still.",True,1.000,c40,"moonlight, Lady Dedlock can be seen in profile,
perfectly still.
“The captain in the army being dead, she beli"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,James Blackstone,tagged,quote_reading,quotation,c55:p103,"All is broken down. Her name is in these many mouths, her husband knows his wrongs, her shame will be published — may be spreading while she thinks about it.",True,1.000,c55,"roken down. Her name is in these many mouths, her husband
knows his wrongs, her shame will be published—may be spreading while
she thinks about it—and"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,James Blackstone,inline,analysis,quotation,c55:p103,may be spreading while she thinks about it,True,1.000,c55,"reading while
she thinks about it—and in addition to the thunderbolt so long
fores"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,inline,analysis,uncertain,c55:p107,a terrible impression steals upon and overshadows her,True,1.000,c55,"impression steals upon and overshadows her that from
this pursuer, living or dead—obdurate an"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,tagged,quote_reading,quotation,c55:p107,"Thus, a terrible impression steals upon and overshadows her that from this pursuer, living or dead — obdurate and imperturbable before her in his well-remembered shape, or not more obdurate and imperturbable in his coffin-bed — there is no escape but in death.",True,1.000,c55,"rible impression steals upon and overshadows her that from
this pursuer, living or dead—obdurate and imperturbable before her
in his well-"
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,Eleanor Hartley,inline,analysis,uncertain,c55:p107,or not more obdurate and imperturbable in his coffin-bed,True,1.000,c55,"obdurate and imperturbable
in his coffin-bed—there is no escape but in death. Hunted, she
flies."
emb_v21_hartley_blackstone_edmund,embedding,The Weight of Secrets: Lady Dedlock's Dangerous Knowledge,James Blackstone,inline,analysis,quotation,c55:p107,her strength of self-reliance is overturned and whirled away like a leaf before a mighty wind,True,1.000,c55,"of self-reliance
is overturned and whirled away like a leaf before a mighty wind.
She hurriedly addresses these lines to her husband,"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,James Blackstone,tagged,quote_reading,quotation,c17:p60,I have been thinking that the law is the boy for me.,True,1.000,c17,",
I have. I have been thinking that the law is the boy for me.”
“The law!” repeated Ada as i"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,Eleanor Hartley,tagged,quote_reading,quotation,c23:p23,"What a fatal link was riveting between his fresh youth and her faded age, between his free hopes and her caged birds, and her hungry garret, and her wandering mind.",True,1.000,c23,"before him—what a fatal link was riveting between his
fresh youth and her faded age, between his free hopes and her caged
birds, and her hungry garret, and her wandering mind.
Ada loved him too well t"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,Edmund Leigh,tagged,quote_reading,quotation,c35:p40,A young man so unfortunate cannot at first believe — who could? — that Chancery is what it is.,False,0.589,c35,"g man so
unfortunate,” here he fell into a lower tone, as if he were thinking
aloud, “cann"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,James Blackstone,tagged,quote_reading,quotation,c35:p40,vitally changed and depreciated within three years — within two — within one.,True,1.000,c35,"be vitally changed and depreciated within three years—within
two—within one. How can we s"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,James Blackstone,tagged,quote_reading,quotation,c39:p3,The one great principle of the English law is to make business for itself.,True,1.000,c39,"e Vale
of Taunton.
The one great principle of the English law is to make business for
itself. There is no other pr"
emb_v21_hartley_blackstone_edmund,embedding,The Law's Machinery: Social Corruption and Richard's Snare,Eleanor Hartley,tagged,quote_reading,quotation,c39:p44,Injustice breeds injustice; the fighting with shadows and being defeated by them necessitates the setting up of substances to combat.,True,0.883,c39,"he fighting with shadows and being
defeated by them necessitates the setting up of substances to combat;
from the impalpable suit which no man alive can understand, the time"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,inline,quote_setup,quotation,c16:p11,It must be a strange state.,True,0.867,c16,"be a strange state to be like Jo! To shuffle through the
streets,"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c16:p11,It must be a strange state to be like Jo!,True,1.000,c16,"ow nothink.”
It must be a strange state to be like Jo! To shuffle through the
str"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c16:p11,"It must be a strange state, not merely to be told that I am scarcely human, but to feel it of my own knowledge all my life!",False,0.587,c16,"overlooked me until I became the
creature that I am! It must be a strange state, not merely to be told
that I am scarcely human (as in the case of my offering myse"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,James Blackstone,inline,analysis,uncertain,c16:p11,as in the case of my offering myself for a witness,True,1.000,c16,"cely human (as in the case of my offering myself for a
witness), but to feel it of my own"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Edmund Leigh,tagged,quote_reading,quotation,c47:p38,"Native ignorance, the growth of English soil and climate, sinks his immortal nature lower than the beasts that perish.",True,1.000,c47,"s are on him; native ignorance, the growth of English
soil and climate, sinks his immortal nature lower than the beasts
that perish. Stand forth, Jo, in uncom"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c16:p11,For perhaps Jo DOES think at odd times.,True,0.874,c16,"aps
Jo DOES think at odd times) what does it all mean, and if it means
anything"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,James Blackstone,tagged,quote_reading,quotation,c19:p109,"From the boy's face one might suppose that sacred emblem to be, in his eyes, the crowning confusion of the great, confused city — so golden, so high up, so far out of his reach.",True,1.000,c19,"From the boy’s face one might
suppose that sacred emblem to be, in his eyes, the crowning confusion
of the great, confused city—so golden, so high up, so far out of hi"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Edmund Leigh,inline,analysis,quotation,c19:p109,"so golden, so high up, so far out of his reach",True,1.000,c19,"o golden, so high up, so far out of his
reach. There he sits, the sun going down, the"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Edmund Leigh,inline,analysis,quotation,c19:p109,in the same phrase —,False,0.000,,
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c19:p109,"The sun going down, the river running fast, the crowd flowing by him in two streams — everything moving on to some purpose and to one end.",True,1.000,c19,"he sun going down, the river running fast, the
crowd flowing by him in two streams—everything moving on to some
purpose and"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,James Blackstone,tagged,quote_reading,quotation,c31:p49,"I have been moved on, and moved on, more nor ever I was afore, since the t'other one give me the sov'ring.",True,1.000,c31,"er tone. “I have been moved
on, and moved on, more nor ever I was afore, since the t’other one
give me the sov’ring. Mrs. Snagsby, she’s always a-"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,James Blackstone,tagged,quote_reading,quotation,c31:p49,"Mrs. Snagsby, she's always a-watching, and a-driving of me — what have I done to her?",True,1.000,c31,"sov’ring. Mrs. Snagsby, she’s always a-watching, and
a-driving of me—what have I done to her?—and"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,James Blackstone,inline,analysis,uncertain,c31:p49,what have I done to her?,True,1.000,c31,"ng of me—what have I done to her?—and they’re all a-watching
and"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c47:p38,"""He is not one of Mrs. Pardiggle's Tockahoopo Indians; he is not one of Mrs. Jellyby's lambs"" —",True,1.000,c47,"s brought
in. He is not one of Mrs. Pardiggle’s Tockahoopo Indians; he is not
one of Mrs. Jellyby’s lambs, being wholly unconnected"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,tagged,quote_reading,quotation,c47:p38,he is not a genuine foreign-grown savage; he is the ordinary home-made article.,True,1.000,c47,"nfamiliarity; he
is not a genuine foreign-grown savage; he is the ordinary home-made
article. Dirty, ugly, disagreeable"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Eleanor Hartley,inline,analysis,uncertain,c47:p38,"Stand forth, Jo, in uncompromising colours",True,1.000,c47,"that perish. Stand forth, Jo, in uncompromising colours! From the
sole of thy foo"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Edmund Leigh,tagged,quote_reading,quotation,c47:p38,"From the sole of thy foot to the crown of thy head, there is nothing interesting about thee.",True,1.000,c47,"sing colours! From the
sole of thy foot to the crown of thy head, there is nothing
interesting about thee.
He shuffles slowly into M"
emb_v21_hartley_blackstone_edmund,embedding,Jo's Crossing: The Child as Social Mirror,Host,tagged,quote_reading,quotation,c16:p11,"""His death, the strangest thing of all"" — the final phrase of that extraordinary passage, and perhaps the most quietly devastating line in the novel.",True,1.000,c16,"ly strange; his death, the strangest
thing of all.
Jo comes out of Tom-all-Al"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,Edmund Leigh,tagged,quote_reading,quotation,cP:p4,In Bleak House I have purposely dwelt upon the romantic side of familiar things.,True,1.000,cP,"ually received. **
In Bleak House I have purposely dwelt upon the romantic side of
familiar things.
1853"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,Eleanor Hartley,tagged,quote_reading,quotation,c24:p83,"She writes: ""to behold the Lord Chancellor and the whole array of practitioners under him looking at one another and at the spectators as if nobody had ever heard that all over England the name in which they were assembled was a bitter jest.""",True,0.885,c24,"Lord Chancellor and the whole array of practitioners under him
looking at one another and at the spectators as if nobody had ever
heard that all over England the name in which they were assembled was
"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,James Blackstone,tagged,quote_reading,quotation,c24:p83,"To see everything going on so smoothly and to think of the roughness of the suitors' lives and deaths; to see all that full dress and ceremony and to think of the waste, and want, and beggared misery it represented.",False,0.634,c24,"rfectly at their ease, by no means in a hurry, very
unconcerned, and extremely comfortable.
To see everything going on so smoothly and to think of the roughness
of the suitors’ lives and deaths; to se"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,Edmund Leigh,tagged,quote_reading,quotation,c24:p83,"There seemed to be no reality in the whole scene except poor little Miss Flite, the madwoman, standing on a bench and nodding at it.",True,1.000,c24,"but there seemed to be no reality in the whole scene except poor
little Miss Flite, the madwoman, standing on a bench and nodding at
it.
Miss Flite soon espied us and came"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,Eleanor Hartley,tagged,quote_reading,quotation,c44:p31,"I lived my happy life there over again, I went through my illness and recovery, I thought of myself so altered and of those around me so unchanged; and all this happiness shone like a light from one central figure, represented before me by the letter on the table.",True,1.000,c44,"ver paled. I lived
my happy life there over again, I went through my illness and
recovery, I thought of myself so altered and of those around me so
unchanged; and all this happiness shone like a light"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,James Blackstone,tagged,quote_reading,quotation,c51:p27,"""I have not intended to do much harm, but I seem to have been capable of nothing else.",True,0.881,c51,"have not intended to do much harm, but I seem to have been capable of
nothing else. It may be that I should have done better b"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,James Blackstone,tagged,quote_reading,quotation,c51:p27,"It may be that I should have done better by keeping out of the net into which my destiny has worked me, but I think not.""",True,0.875,c51,"may be that I should have done better by keeping out
of the net into which my destiny has worked me, but I think not,
though I dare say you will soon hear, if y"
emb_v21_hartley_blackstone_edmund,embedding,Dickens' Dual Narrative: Esther and the Omniscient Voice,Edmund Leigh,tagged,quote_reading,quotation,c60:p96,"There is a ruin of youth which is not like age, and into such a ruin Richard's youth and youthful beauty had all fallen away.",True,1.000,c60,"here is a ruin of youth which is not
like age, and into such a ruin Richard’s youth and youthful beauty
had all fallen away.
He ate little and seemed indifferent wha"
emb_v21_hartley_blackstone_edmund,embedding,Entanglement and Decay: The Convergence of Fates,Eleanor Hartley,tagged,quote_reading,quotation,c16:p5,"What connexion can there be between the place in Lincolnshire, the house in town, the Mercury in powder, and the whereabout of Jo the outlaw with the broom, who had that distant ray of light upon him when he swept the churchyard-step?",True,1.000,c16,"cut his throat!
What connexion can there be between the place in Lincolnshire, the
house in town, the Mercury in powder, and the whereabout of Jo the
outlaw with the broom, who had that distant ray of"
